id,question,value,milliseconds,created,nquestions,expert_id,object_id
5167,EB,false,2661,2017-03-16 15:37:26.487143+00,3,14,423
5168,LPV,false,4975,2017-03-16 15:37:33.960354+00,3,14,722
5169,RRLYR,true,3967,2017-03-16 15:37:40.089336+00,3,14,539
5170,LPV,false,10581,2017-03-16 15:37:53.334659+00,3,14,244
5171,LPV,false,6125,2017-03-16 15:40:00.590425+00,4,19,592
5172,LPV,false,80772,2017-03-16 15:41:22.252234+00,3,19,462
5173,LPV,false,2351,2017-03-16 15:49:44.003036+00,3,14,203
5174,RRLYR,true,2016,2017-03-16 15:50:59.52648+00,4,14,594
5175,RRLYR,false,1951,2017-03-16 15:51:12.142203+00,1,14,254
5176,LPV,false,2339,2017-03-16 15:51:16.857187+00,4,14,408
5177,LPV,false,2718,2017-03-16 15:51:21.695983+00,3,14,423
5178,RRLYR,false,5351,2017-03-16 15:51:29.167306+00,3,14,722
5179,LPV,false,2705,2017-03-16 15:51:34.028329+00,3,14,358
5180,LPV,false,4761,2017-03-16 15:51:42.196691+00,4,14,98
5181,EB,false,4668,2017-03-16 15:51:48.896306+00,1,14,328
5182,EB,true,7652,2017-03-16 15:51:58.921587+00,3,14,551
5183,LPV,false,2474,2017-03-16 15:52:03.351429+00,3,14,621
5184,RRLYR,false,5744,2017-03-16 15:52:17.622671+00,3,14,423
5185,LPV,false,2073,2017-03-16 15:52:21.856347+00,2,14,199
5186,RRLYR,true,5794,2017-03-16 15:52:30.130535+00,4,14,408
5187,LPV,false,5217,2017-03-16 15:52:47.909346+00,3,14,642
5188,EB,false,10102,2017-03-16 15:53:00.923316+00,1,14,557
5189,RRLYR,false,1591,2017-03-16 15:53:05.654609+00,4,14,501
5190,RRLYR,true,2059,2017-03-16 15:53:10.750636+00,3,14,685
5191,LPV,false,6268,2017-03-16 15:53:19.344806+00,3,14,551
5192,RRLYR,false,3778,2017-03-16 15:53:25.054822+00,4,14,4
5193,RRLYR,true,2379,2017-03-16 15:53:29.915828+00,2,14,216
5194,CEP,true,11769,2017-03-16 15:53:44.025509+00,4,14,356
5196,RRLYR,false,3779,2017-03-16 15:53:56.83903+00,4,14,98
5199,CEP,true,6494,2017-03-16 15:54:19.182652+00,2,14,734
5201,EB,false,2258,2017-03-16 15:54:35.400418+00,2,14,653
5206,RRLYR,false,7981,2017-03-16 15:55:25.369266+00,2,14,307
5209,LPV,false,4106,2017-03-16 15:56:38.465221+00,1,14,519
5211,RRLYR,false,4013,2017-03-16 15:56:49.166261+00,1,14,323
5213,LPV,true,2961,2017-03-16 15:57:04.97316+00,1,14,499
5214,LPV,false,3674,2017-03-16 15:57:25.161664+00,1,14,740
5215,LPV,false,2948,2017-03-16 15:57:37.592108+00,1,14,575
5219,CEP,true,2433,2017-03-16 15:58:21.765876+00,3,14,359
5225,EB,true,3352,2017-03-16 16:01:40.561691+00,1,14,764
5228,CEP,true,3850,2017-03-16 16:02:04.017923+00,1,14,302
5229,CEP,true,11121,2017-03-16 16:02:09.425576+00,4,19,686
5197,RRLYR,false,3576,2017-03-16 15:54:02.684036+00,2,14,369
5198,RRLYR,true,3149,2017-03-16 15:54:09.806169+00,1,14,85
5200,CEP,true,9007,2017-03-16 15:54:30.209097+00,2,14,660
5202,RRLYR,false,3660,2017-03-16 15:54:41.149912+00,3,14,358
5203,LPV,false,6939,2017-03-16 15:54:52.145244+00,2,14,42
5204,RRLYR,false,2993,2017-03-16 15:55:01.442604+00,2,14,821
5205,RRLYR,true,3897,2017-03-16 15:55:12.672305+00,2,14,788
5207,LPV,false,2532,2017-03-16 15:55:32.799816+00,3,14,228
5208,RRLYR,true,56809,2017-03-16 15:56:32.007307+00,2,14,27
5210,LPV,false,1779,2017-03-16 15:56:42.853167+00,3,14,392
5212,LPV,false,1892,2017-03-16 15:56:59.397567+00,3,14,382
5216,CEP,true,18461,2017-03-16 15:57:58.458725+00,1,14,164
5217,EB,false,5809,2017-03-16 15:58:06.951593+00,3,14,193
5218,RRLYR,false,6146,2017-03-16 15:58:16.820726+00,2,14,660
5220,LPV,true,14398,2017-03-16 15:58:45.10777+00,4,14,222
5221,RRLYR,true,2571,2017-03-16 16:01:15.569365+00,2,14,135
5222,RRLYR,true,2166,2017-03-16 16:01:21.777835+00,1,14,712
5223,LPV,false,3044,2017-03-16 16:01:28.350295+00,4,14,214
5224,EB,false,3838,2017-03-16 16:01:34.416929+00,1,14,672
5226,CEP,false,2637,2017-03-16 16:01:48.668046+00,3,14,243
5227,EB,false,3784,2017-03-16 16:01:56.784929+00,3,14,243
5230,EB,false,2804,2017-03-16 16:02:12.126543+00,4,14,356
5231,LPV,false,1695,2017-03-16 16:02:12.334724+00,4,19,29
5232,LPV,false,1841,2017-03-16 16:02:16.378637+00,4,14,356
5233,CEP,false,6673,2017-03-16 16:02:19.83298+00,2,19,260
5234,RRLYR,false,28939,2017-03-16 16:02:57.240559+00,4,14,214
5235,LPV,true,2757,2017-03-16 16:03:03.885521+00,2,14,137
5236,EB,true,4886,2017-03-16 16:03:14.653044+00,2,14,671
5237,CEP,false,3418,2017-03-16 16:03:20.515123+00,1,14,247
5238,RRLYR,false,3445,2017-03-16 16:03:28.245886+00,3,14,409
5239,RRLYR,true,5662,2017-03-16 16:03:36.794683+00,2,14,430
5240,LPV,false,10666,2017-03-16 16:03:49.6538+00,3,14,243
5241,RRLYR,false,2161,2017-03-16 16:03:54.424019+00,3,14,382
5242,RRLYR,false,3145,2017-03-16 16:03:59.762372+00,4,14,222
5243,RRLYR,false,3090,2017-03-16 16:04:05.140745+00,2,14,349
5244,CEP,false,3034,2017-03-16 16:04:24.199547+00,1,14,168
5245,RRLYR,true,2055,2017-03-16 16:04:28.735736+00,3,14,466
5246,LPV,false,4526,2017-03-16 16:04:36.585751+00,1,14,272
5247,EB,false,5016,2017-03-16 16:04:43.683775+00,3,14,359
5248,RRLYR,true,3654,2017-03-16 16:04:49.34859+00,1,14,526
5249,RRLYR,false,6810,2017-03-16 16:04:58.351894+00,4,14,484
5250,LPV,false,2878,2017-03-16 16:05:04.067506+00,2,14,515
5251,RRLYR,false,2708,2017-03-16 16:05:10.46923+00,3,14,308
5252,CEP,true,15973,2017-03-16 16:05:28.968421+00,2,14,300
5253,RRLYR,true,2399,2017-03-16 16:05:33.348569+00,3,14,462
5254,RRLYR,false,2418,2017-03-16 16:05:37.940246+00,3,14,582
5255,CEP,false,3165,2017-03-16 16:05:43.244722+00,2,14,498
5256,RRLYR,false,2278,2017-03-16 16:05:47.987334+00,1,14,589
5257,CEP,false,4237,2017-03-16 16:05:54.545759+00,4,14,326
5258,CEP,true,217556,2017-03-16 16:05:58.301272+00,4,19,522
5259,RRLYR,false,2206,2017-03-16 16:05:59.089366+00,4,14,356
5260,LPV,false,2716,2017-03-16 16:06:01.709397+00,2,19,184
5261,RRLYR,true,5503,2017-03-16 16:06:06.933563+00,4,14,248
5262,RRLYR,false,10433,2017-03-16 16:06:19.622291+00,2,14,300
5263,RRLYR,true,2125,2017-03-16 16:06:29.736003+00,3,14,567
5264,RRLYR,true,32461,2017-03-16 16:07:04.268153+00,4,14,732
5265,RRLYR,false,64435,2017-03-16 16:07:07.193885+00,4,19,592
5266,EB,false,4028,2017-03-16 16:07:10.808013+00,1,14,523
5267,RRLYR,false,4834,2017-03-16 16:07:17.826246+00,2,14,579
5268,EB,false,12133,2017-03-16 16:07:20.208952+00,3,19,709
5269,RRLYR,false,1487,2017-03-16 16:07:21.270519+00,4,14,133
5270,EB,false,6792,2017-03-16 16:07:27.985257+00,4,19,686
5271,CEP,true,6468,2017-03-16 16:07:29.714119+00,1,14,483
5272,CEP,false,1664,2017-03-16 16:07:30.401669+00,4,19,218
5273,RRLYR,true,2090,2017-03-16 16:07:33.871895+00,4,14,131
5274,EB,true,6489,2017-03-16 16:07:37.619956+00,4,19,765
5275,EB,true,2004,2017-03-16 16:07:40.366145+00,2,19,270
5276,LPV,false,6315,2017-03-16 16:07:47.474512+00,4,19,686
5277,EB,false,2745,2017-03-16 16:07:50.953631+00,4,19,248
5278,RRLYR,false,10237,2017-03-16 16:07:52.938441+00,2,14,410
5279,LPV,false,2462,2017-03-16 16:07:57.228859+00,3,14,99
5280,RRLYR,true,2403,2017-03-16 16:08:01.580815+00,2,14,498
5281,CEP,false,1687,2017-03-16 16:08:05.269984+00,1,14,700
5282,CEP,false,13674,2017-03-16 16:08:05.352534+00,3,19,487
5283,CEP,false,1574,2017-03-16 16:08:07.977515+00,4,19,663
5284,EB,false,2102,2017-03-16 16:08:11.649063+00,3,19,164
5285,EB,false,4699,2017-03-16 16:08:13.662321+00,2,14,559
5286,LPV,false,3662,2017-03-16 16:08:16.129305+00,4,19,218
5287,EB,false,3074,2017-03-16 16:08:18.664747+00,4,14,326
5288,LPV,false,5382,2017-03-16 16:08:22.327398+00,2,19,525
5289,CEP,false,3348,2017-03-16 16:08:26.359615+00,2,19,629
5290,EB,false,5790,2017-03-16 16:08:26.523832+00,2,14,734
5291,CEP,false,2508,2017-03-16 16:08:29.710997+00,3,19,630
5292,CEP,false,1845,2017-03-16 16:08:32.336515+00,1,19,355
5293,EB,true,4625,2017-03-16 16:08:37.852616+00,3,19,487
5294,EB,false,3309,2017-03-16 16:08:41.88679+00,4,19,559
5295,EB,true,2759,2017-03-16 16:08:45.401262+00,3,19,14
5296,CEP,false,3944,2017-03-16 16:08:50.111002+00,3,19,187
5297,EB,false,1574,2017-03-16 16:08:52.540293+00,4,19,522
5298,RRLYR,false,2616,2017-03-16 16:08:53.45818+00,2,14,486
5299,RRLYR,false,1496,2017-03-16 16:08:54.775068+00,2,19,270
5300,LPV,false,2147,2017-03-16 16:08:57.756988+00,4,19,522
5301,EB,false,1937,2017-03-16 16:09:00.392822+00,4,19,713
5302,LPV,false,2094,2017-03-16 16:09:03.344594+00,3,19,14
5303,EB,true,5202,2017-03-16 16:09:09.301642+00,1,19,349
5304,RRLYR,false,2313,2017-03-16 16:09:12.579677+00,3,19,487
5305,LPV,false,2361,2017-03-16 16:09:15.698818+00,2,19,227
5306,RRLYR,false,1674,2017-03-16 16:09:18.163136+00,3,19,14
5307,CEP,false,3034,2017-03-16 16:09:21.980594+00,3,19,76
5308,CEP,false,1543,2017-03-16 16:09:24.377812+00,4,19,448
5309,RRLYR,true,2777,2017-03-16 16:09:27.908129+00,4,19,218
5310,CEP,false,1508,2017-03-16 16:09:30.242686+00,4,19,216
5314,CEP,false,4084,2017-03-16 16:09:40.885282+00,4,19,714
5311,LPV,true,1941,2017-03-16 16:09:33.030275+00,3,19,506
5312,EB,false,2289,2017-03-16 16:09:36.05983+00,4,19,663
5313,RRLYR,true,7188,2017-03-16 16:09:40.333517+00,4,14,192
5315,EB,false,2215,2017-03-16 16:09:43.91909+00,3,19,288
5321,LPV,false,1493,2017-03-16 16:10:04.948996+00,4,19,559
5323,RRLYR,false,4659,2017-03-16 16:10:13.133906+00,4,14,425
5324,RRLYR,false,11290,2017-03-16 16:10:21.302533+00,2,19,525
5328,LPV,true,2335,2017-03-16 16:10:29.393221+00,4,19,713
5329,CEP,false,4536,2017-03-16 16:10:35.313329+00,2,19,305
5330,RRLYR,false,3985,2017-03-16 16:10:40.212055+00,4,19,713
5332,RRLYR,false,4322,2017-03-16 16:10:45.627741+00,3,19,506
5334,CEP,true,3445,2017-03-16 16:10:50.143953+00,2,19,467
5337,CEP,false,3139,2017-03-16 16:10:57.862533+00,3,19,369
5338,EB,false,1714,2017-03-16 16:11:00.56414+00,4,19,185
5340,CEP,false,1892,2017-03-16 16:11:03.3477+00,4,19,98
5342,EB,true,2579,2017-03-16 16:11:11.991695+00,4,19,98
5343,RRLYR,false,7712,2017-03-16 16:11:14.7613+00,3,14,262
5345,CEP,false,3259,2017-03-16 16:11:20.948777+00,3,19,78
5346,LPV,false,4288,2017-03-16 16:11:22.433893+00,4,14,326
5348,RRLYR,true,2355,2017-03-16 16:11:27.398531+00,4,14,326
5354,EB,false,3557,2017-03-16 16:12:50.379446+00,3,14,255
5359,LPV,false,3469,2017-03-16 16:13:04.742114+00,3,14,255
5361,CEP,true,2095,2017-03-16 16:13:08.120377+00,4,19,761
5363,RRLYR,false,3960,2017-03-16 16:13:11.752237+00,4,14,733
5365,RRLYR,false,6631,2017-03-16 16:13:20.856783+00,3,14,587
5367,LPV,true,3808,2017-03-16 16:13:25.963983+00,3,19,369
5368,LPV,false,2423,2017-03-16 16:13:29.324224+00,2,19,214
5369,RRLYR,false,1707,2017-03-16 16:13:31.836357+00,4,19,610
5375,EB,true,5367,2017-03-16 16:14:12.844407+00,4,19,642
5376,RRLYR,true,3535,2017-03-16 16:14:17.212945+00,1,19,351
5379,EB,false,2045,2017-03-16 16:14:29.240732+00,4,19,761
5316,RRLYR,false,1867,2017-03-16 16:09:44.420124+00,3,14,491
5317,LPV,false,1863,2017-03-16 16:09:46.518016+00,4,19,663
5318,LPV,false,2600,2017-03-16 16:09:49.173482+00,1,14,514
5319,EB,false,4242,2017-03-16 16:10:02.594038+00,3,19,76
5320,CEP,false,3081,2017-03-16 16:10:04.79696+00,3,14,255
5322,LPV,true,2949,2017-03-16 16:10:09.004063+00,3,19,164
5325,RRLYR,true,1846,2017-03-16 16:10:23.96336+00,4,19,663
5326,EB,false,1338,2017-03-16 16:10:26.099823+00,4,19,216
5327,RRLYR,true,5105,2017-03-16 16:10:28.527987+00,2,14,219
5331,CEP,false,5469,2017-03-16 16:10:42.260318+00,1,14,427
5333,CEP,false,1517,2017-03-16 16:10:46.590586+00,1,14,29
5335,CEP,false,2561,2017-03-16 16:10:53.581079+00,4,19,185
5336,RRLYR,true,2408,2017-03-16 16:10:57.699651+00,3,14,193
5339,LPV,false,2372,2017-03-16 16:11:02.913944+00,2,14,663
5341,CEP,false,2412,2017-03-16 16:11:07.17889+00,4,19,340
5344,RRLYR,false,3425,2017-03-16 16:11:16.48255+00,1,19,290
5347,LPV,false,1791,2017-03-16 16:11:24.015539+00,3,19,78
5349,RRLYR,false,3730,2017-03-16 16:11:40.727075+00,3,14,621
5350,LPV,false,2698,2017-03-16 16:11:45.900835+00,3,14,448
5351,CEP,true,61286,2017-03-16 16:12:34.509071+00,4,19,425
5352,LPV,true,3852,2017-03-16 16:12:39.289346+00,3,19,288
5353,CEP,false,2423,2017-03-16 16:12:42.728061+00,3,19,426
5355,CEP,false,9300,2017-03-16 16:12:52.784139+00,4,19,642
5356,EB,true,2568,2017-03-16 16:12:56.225585+00,3,19,426
5357,LPV,false,6581,2017-03-16 16:12:59.048199+00,3,14,359
5358,CEP,true,5122,2017-03-16 16:13:02.231237+00,4,19,763
5360,EB,false,1708,2017-03-16 16:13:04.849055+00,3,19,822
5362,EB,false,1777,2017-03-16 16:13:11.140514+00,4,19,340
5364,EB,false,1448,2017-03-16 16:13:13.583513+00,2,19,214
5366,RRLYR,false,6704,2017-03-16 16:13:21.158288+00,1,19,514
5370,EB,false,2566,2017-03-16 16:13:35.26047+00,2,19,328
5371,CEP,false,1423,2017-03-16 16:13:37.551849+00,4,19,192
5372,LPV,false,1951,2017-03-16 16:13:40.296141+00,4,19,98
5373,EB,false,7179,2017-03-16 16:14:01.707386+00,4,19,714
5374,LPV,false,2347,2017-03-16 16:14:05.311014+00,4,19,185
5377,LPV,false,2112,2017-03-16 16:14:20.181333+00,4,19,216
5378,RRLYR,false,5219,2017-03-16 16:14:26.245619+00,3,19,369
5380,CEP,false,4441,2017-03-16 16:14:34.566698+00,2,19,551
5381,CEP,true,8733,2017-03-16 16:14:44.203324+00,2,19,489
5382,LPV,false,4140,2017-03-16 16:14:49.258697+00,4,19,765
5383,EB,false,1576,2017-03-16 16:14:51.837953+00,4,19,192
5384,LPV,false,1769,2017-03-16 16:14:54.642738+00,2,19,189
5385,RRLYR,true,3205,2017-03-16 16:14:58.941516+00,4,19,216
5386,CEP,true,16192,2017-03-16 16:15:16.099651+00,4,19,44
5387,EB,true,3669,2017-03-16 16:15:21.045192+00,3,19,269
5388,LPV,false,2302,2017-03-16 16:15:24.517447+00,4,19,192
5389,EB,false,3204,2017-03-16 16:15:29.185271+00,4,19,44
5390,CEP,false,1708,2017-03-16 16:15:31.843322+00,4,19,282
5391,RRLYR,true,14648,2017-03-16 16:15:47.364655+00,2,19,227
5392,CEP,false,2513,2017-03-16 16:15:51.161097+00,2,19,751
5393,CEP,true,4461,2017-03-16 16:15:56.613442+00,4,19,507
5394,LPV,true,2297,2017-03-16 16:16:00.054211+00,4,19,340
5395,CEP,false,4973,2017-03-16 16:16:06.082549+00,3,19,439
5396,LPV,false,3293,2017-03-16 16:16:10.44376+00,4,19,761
5397,CEP,false,2146,2017-03-16 16:16:13.552259+00,4,19,190
5398,LPV,false,2427,2017-03-16 16:16:16.987665+00,4,19,44
5399,LPV,true,8282,2017-03-16 16:16:26.137754+00,1,19,541
5400,CEP,false,6725,2017-03-16 16:16:52.354784+00,3,19,497
5401,CEP,false,6818,2017-03-16 16:17:00.126186+00,2,19,577
5402,CEP,false,2247,2017-03-16 16:17:03.276441+00,2,19,178
5403,RRLYR,false,1803,2017-03-16 16:17:06.048388+00,4,19,44
5404,LPV,false,37417,2017-03-16 16:17:44.716508+00,2,19,583
5405,CEP,false,3752,2017-03-16 16:17:49.457757+00,4,19,634
5406,RRLYR,false,1884,2017-03-16 16:17:52.188684+00,2,19,583
5407,CEP,false,3972,2017-03-16 16:17:57.216503+00,4,19,242
5408,CEP,true,4883,2017-03-16 16:18:02.947387+00,4,19,701
5409,EB,true,3728,2017-03-16 16:18:07.597468+00,4,19,634
5410,CEP,true,2750,2017-03-16 16:18:11.545542+00,4,19,688
5411,EB,true,6161,2017-03-16 16:18:18.6633+00,2,19,489
5412,EB,false,2207,2017-03-16 16:18:26.575198+00,4,19,701
5413,CEP,false,3978,2017-03-16 16:18:31.776398+00,2,19,419
5414,RRLYR,true,2035,2017-03-16 16:18:35.117475+00,4,19,128
5415,EB,true,5597,2017-03-16 16:20:18.837275+00,4,19,456
5416,CEP,false,2890,2017-03-16 16:20:22.611288+00,2,19,659
5417,RRLYR,false,3151,2017-03-16 16:20:26.731569+00,4,19,765
5418,CEP,true,6442,2017-03-16 16:20:34.236428+00,3,19,638
5419,LPV,false,25846,2017-03-16 16:21:05.984395+00,4,19,456
5420,EB,false,3350,2017-03-16 16:21:10.645818+00,4,19,688
5421,CEP,false,9493,2017-03-16 16:21:21.196937+00,2,19,806
5422,EB,false,2717,2017-03-16 16:21:24.958027+00,2,19,64
5423,EB,false,1971,2017-03-16 16:21:28.383251+00,4,19,507
5424,LPV,false,2161,2017-03-16 16:21:31.719038+00,1,19,744
5425,LPV,false,4051,2017-03-16 16:21:36.876972+00,4,19,634
5426,RRLYR,false,1811,2017-03-16 16:21:39.837434+00,4,19,634
5427,EB,false,1427,2017-03-16 16:21:42.389284+00,3,19,85
5428,LPV,false,3362,2017-03-16 16:21:50.955848+00,2,19,64
5429,LPV,true,7578,2017-03-16 16:22:08.088173+00,2,19,419
5430,EB,false,4388,2017-03-16 16:22:13.576115+00,2,19,467
5431,EB,false,3771,2017-03-16 16:22:18.238962+00,2,19,302
5432,CEP,false,3556,2017-03-16 16:22:22.794163+00,3,19,636
5433,LPV,false,2408,2017-03-16 16:22:26.366753+00,3,19,269
5434,EB,false,2453,2017-03-16 16:22:29.983895+00,2,19,799
5435,EB,false,4328,2017-03-16 16:22:35.313091+00,4,19,242
5436,RRLYR,true,2281,2017-03-16 16:22:38.902835+00,4,19,192
5437,RRLYR,false,1672,2017-03-16 16:22:41.738089+00,4,19,456
5438,LPV,false,2245,2017-03-16 16:22:45.073027+00,4,19,242
5439,CEP,false,2646,2017-03-16 16:22:48.885925+00,3,19,381
5440,RRLYR,true,2349,2017-03-16 16:22:52.47523+00,2,19,189
5441,RRLYR,false,3073,2017-03-16 16:22:56.508166+00,3,19,752
5442,EB,false,2193,2017-03-16 16:22:59.756436+00,1,19,696
5443,EB,false,8369,2017-03-16 16:23:09.460818+00,2,19,202
5444,RRLYR,false,2293,2017-03-16 16:23:13.171548+00,3,19,269
5445,CEP,false,3848,2017-03-16 16:23:18.182272+00,4,19,800
5446,RRLYR,false,8051,2017-03-16 16:23:27.348998+00,2,19,202
5448,RRLYR,true,3921,2017-03-16 16:23:42.373773+00,1,19,611
5449,RRLYR,false,3834,2017-03-16 16:23:47.382288+00,4,19,206
5450,LPV,false,2600,2017-03-16 16:23:51.165326+00,1,19,90
5453,RRLYR,false,1843,2017-03-16 16:24:00.771204+00,1,19,557
5454,EB,true,2912,2017-03-16 16:24:04.788564+00,3,19,636
5458,CEP,false,2725,2017-03-16 16:24:18.456236+00,4,19,393
5463,CEP,true,2523,2017-03-16 16:24:41.4827+00,4,19,660
5447,LPV,false,2491,2017-03-16 16:23:31.259875+00,3,19,638
5451,CEP,false,2402,2017-03-16 16:23:54.59986+00,4,19,332
5452,LPV,true,2229,2017-03-16 16:23:57.913033+00,3,19,497
5455,CEP,false,1852,2017-03-16 16:24:07.855197+00,2,19,602
5456,RRLYR,true,1942,2017-03-16 16:24:11.06283+00,2,19,799
5457,LPV,false,2419,2017-03-16 16:24:14.604301+00,3,19,121
5459,EB,false,3263,2017-03-16 16:24:26.985022+00,4,19,393
5460,RRLYR,false,2140,2017-03-16 16:24:30.238421+00,3,19,497
5461,CEP,false,3996,2017-03-16 16:24:35.222943+00,4,19,193
5462,CEP,false,1683,2017-03-16 16:24:37.926815+00,2,19,341
5464,RRLYR,false,2093,2017-03-16 16:24:44.730125+00,3,19,638
5465,EB,false,2525,2017-03-16 16:24:52.889425+00,4,19,193
5466,CEP,false,3397,2017-03-16 16:24:57.504432+00,1,19,57
5467,EB,false,2747,2017-03-16 16:28:05.161454+00,4,19,800
5468,EB,true,7025,2017-03-16 16:28:13.426122+00,2,19,579
5469,RRLYR,true,1820,2017-03-16 16:28:16.462524+00,4,19,353
5470,CEP,true,2326,2017-03-16 16:28:20.172132+00,3,19,459
5471,CEP,false,2990,2017-03-16 16:28:24.481324+00,4,19,693
5472,CEP,false,3681,2017-03-16 16:28:29.788066+00,2,19,317
5473,EB,false,2373,2017-03-16 16:28:33.776272+00,2,19,171
5474,EB,false,1826,2017-03-16 16:28:36.849952+00,1,19,550
5475,LPV,false,2514,2017-03-16 16:28:40.651677+00,1,19,417
5476,CEP,false,5485,2017-03-16 16:28:47.428875+00,3,19,303
5477,LPV,false,2210,2017-03-16 16:28:50.727964+00,2,19,178
5478,EB,false,6716,2017-03-16 16:28:58.657729+00,4,19,660
5479,LPV,false,2040,2017-03-16 16:29:01.711999+00,2,19,171
5480,EB,false,4502,2017-03-16 16:29:07.248645+00,4,19,693
5481,LPV,false,2402,2017-03-16 16:29:11.269239+00,1,19,395
5482,LPV,true,2479,2017-03-16 16:29:14.961927+00,3,19,661
5483,LPV,false,1507,2017-03-16 16:29:17.688105+00,4,19,507
5484,LPV,false,1769,2017-03-16 16:29:20.558569+00,4,19,193
5485,CEP,false,2716,2017-03-16 16:29:24.586476+00,4,19,813
5486,CEP,false,2675,2017-03-16 16:29:28.51603+00,4,19,567
5487,LPV,false,2040,2017-03-16 16:29:32.014852+00,3,19,85
5488,CEP,false,2104,2017-03-16 16:29:35.545155+00,3,19,705
5489,LPV,true,2389,2017-03-16 16:29:39.075347+00,4,19,393
5490,LPV,false,2022,2017-03-16 16:29:42.256345+00,3,19,459
5491,LPV,true,1868,2017-03-16 16:29:45.344056+00,2,19,315
5492,EB,false,2518,2017-03-16 16:29:49.112778+00,4,19,813
5493,EB,false,1517,2017-03-16 16:29:51.657712+00,4,19,88
5494,EB,true,1392,2017-03-16 16:29:54.020782+00,3,19,705
5495,EB,true,1860,2017-03-16 16:29:56.894538+00,1,19,262
5496,EB,false,2224,2017-03-16 16:30:00.241002+00,3,19,543
5497,EB,true,5234,2017-03-16 16:30:06.665092+00,2,19,392
5498,LPV,false,2726,2017-03-16 16:30:10.973715+00,4,19,80
5499,LPV,false,5619,2017-03-16 16:30:17.763389+00,2,19,392
5500,CEP,false,2669,2017-03-16 16:30:28.788507+00,4,19,422
5501,CEP,false,4495,2017-03-16 16:30:34.397857+00,3,19,306
5502,RRLYR,true,2416,2017-03-16 16:30:37.932206+00,4,19,242
5503,EB,false,1914,2017-03-16 16:30:41.050697+00,3,19,555
5504,EB,true,2870,2017-03-16 16:30:45.121209+00,2,19,116
5505,RRLYR,false,1846,2017-03-16 16:30:48.575741+00,4,19,80
5506,LPV,true,6418,2017-03-16 16:31:05.084693+00,3,19,93
5507,EB,false,2557,2017-03-16 16:31:09.753363+00,3,19,381
5508,EB,true,14069,2017-03-16 16:31:30.965165+00,4,19,425
5509,CEP,false,5744,2017-03-16 16:31:37.883306+00,4,19,79
5510,LPV,true,2498,2017-03-16 16:31:41.656166+00,2,19,63
5511,CEP,false,6245,2017-03-16 16:31:49.107084+00,4,19,573
5512,RRLYR,false,2421,2017-03-16 16:31:52.774344+00,3,19,459
5513,CEP,false,2341,2017-03-16 16:31:56.353644+00,2,19,406
5514,CEP,false,4419,2017-03-16 16:32:02.027401+00,2,19,706
5515,RRLYR,true,2239,2017-03-16 16:32:05.43975+00,4,19,193
5516,LPV,true,8589,2017-03-16 16:32:15.8129+00,1,19,801
5517,LPV,false,4259,2017-03-16 16:32:21.655959+00,3,19,426
5518,EB,false,1862,2017-03-16 16:32:24.779938+00,2,19,406
5519,CEP,false,2753,2017-03-16 16:32:28.858691+00,4,19,466
5520,CEP,true,2001,2017-03-16 16:32:32.033594+00,3,19,717
5521,LPV,true,1945,2017-03-16 16:32:35.164782+00,4,19,800
5522,EB,false,2313,2017-03-16 16:32:38.66425+00,3,19,34
5523,EB,false,1549,2017-03-16 16:32:41.396412+00,3,19,209
5524,CEP,true,15486,2017-03-16 16:32:58.062354+00,4,19,394
5525,CEP,false,3161,2017-03-16 16:33:11.984293+00,2,19,775
5526,LPV,false,2013,2017-03-16 16:33:15.26562+00,3,19,34
5527,EB,false,2183,2017-03-16 16:33:18.861278+00,4,19,79
5528,RRLYR,false,1777,2017-03-16 16:33:22.528323+00,4,19,393
5529,CEP,false,2220,2017-03-16 16:33:26.267859+00,4,19,73
5530,RRLYR,false,2012,2017-03-16 16:33:29.820777+00,3,19,34
5531,CEP,false,2843,2017-03-16 16:33:34.524585+00,4,19,326
5532,CEP,true,2427,2017-03-16 16:33:38.532168+00,3,19,123
5533,EB,false,3795,2017-03-16 16:33:43.601871+00,3,19,717
5534,EB,true,2915,2017-03-16 16:33:47.926334+00,3,19,303
5535,RRLYR,false,2170,2017-03-16 16:33:51.862855+00,1,19,517
5536,CEP,false,1482,2017-03-16 16:33:54.523732+00,2,19,743
5537,CEP,true,2780,2017-03-16 16:33:58.780131+00,4,19,728
5538,EB,true,2422,2017-03-16 16:34:02.678481+00,1,19,405
5539,RRLYR,false,2162,2017-03-16 16:34:06.128306+00,2,19,302
5540,EB,false,6891,2017-03-16 16:34:15.298791+00,4,19,394
5541,CEP,true,8048,2017-03-16 16:34:24.637654+00,2,19,379
5542,CEP,true,4202,2017-03-16 16:34:32.159075+00,4,19,609
5543,LPV,false,1904,2017-03-16 16:34:35.461433+00,4,19,394
5544,EB,false,4532,2017-03-16 16:34:41.365245+00,4,19,567
5545,LPV,false,1658,2017-03-16 16:34:44.263101+00,3,19,381
5546,EB,true,2810,2017-03-16 16:34:48.37748+00,4,19,573
5547,LPV,false,1538,2017-03-16 16:34:51.622775+00,4,19,567
5548,EB,true,2790,2017-03-16 16:34:55.6871+00,4,19,422
5549,RRLYR,true,4103,2017-03-16 16:35:01.27645+00,2,19,751
5550,CEP,false,2263,2017-03-16 16:35:05.069233+00,3,19,436
5551,RRLYR,false,4717,2017-03-16 16:35:11.582615+00,2,19,379
5552,LPV,false,2032,2017-03-16 16:35:15.263225+00,4,19,79
