id,value,milliseconds,created,nquestions,expert_id,object_id
956,RRLYR,3559,2017-03-17 19:38:32.718356+00,1,9,788
957,RRLYR,3679,2017-03-17 19:39:38.395404+00,1,9,201
958,LPV,4356,2017-03-17 19:40:33.334928+00,1,9,469
959,EB,16744,2017-03-17 19:40:53.134728+00,1,9,454
960,LPV,5710,2017-03-17 19:41:20.87581+00,1,9,288
961,RRLYR,4443,2017-03-17 19:41:37.904367+00,1,9,641
962,RRLYR,3512,2017-03-17 19:41:43.92825+00,1,9,372
963,RRLYR,3974,2017-03-17 19:41:50.878277+00,1,9,242
964,CEP,8972,2017-03-17 19:42:13.452834+00,1,9,302
965,CEP,4110,2017-03-17 19:43:23.049446+00,1,9,772
966,RRLYR,6741,2017-03-17 19:44:45.685388+00,1,9,663
967,RRLYR,6045,2017-03-17 19:44:54.051188+00,1,9,128
968,CEP,5746,2017-03-17 19:45:02.322151+00,1,9,728
969,RRLYR,3118,2017-03-17 19:45:07.821622+00,1,9,326
970,LPV,4507,2017-03-17 19:45:14.824036+00,1,9,383
971,RRLYR,3576,2017-03-17 19:45:20.938503+00,1,9,513
972,RRLYR,8706,2017-03-17 19:45:32.496368+00,1,9,416
973,RRLYR,2790,2017-03-17 19:45:39.239174+00,1,9,0
974,RRLYR,2396,2017-03-17 19:45:44.647546+00,1,9,279
975,EB,2999,2017-03-17 19:45:50.92807+00,1,9,774
976,RRLYR,3083,2017-03-17 19:45:56.472852+00,1,9,751
977,RRLYR,3125,2017-03-17 19:46:01.898832+00,1,9,135
978,LPV,4339,2017-03-17 19:46:08.592029+00,1,9,306
979,RRLYR,2762,2017-03-17 19:46:13.662336+00,1,9,413
980,EB,3202,2017-03-17 19:46:19.278291+00,1,9,170
981,CEP,4375,2017-03-17 19:46:26.018317+00,1,9,507
982,LPV,3172,2017-03-17 19:46:31.536992+00,1,9,272
983,RRLYR,3899,2017-03-17 19:46:37.747388+00,1,9,417
984,RRLYR,3098,2017-03-17 19:46:43.225129+00,1,9,822
985,RRLYR,2764,2017-03-17 19:46:48.503486+00,1,9,480
986,RRLYR,2958,2017-03-17 19:46:54.305363+00,1,9,462
987,EB,3849,2017-03-17 19:47:00.58228+00,1,9,636
988,RRLYR,3831,2017-03-17 19:47:06.905053+00,1,9,685
989,EB,7082,2017-03-17 19:47:16.394334+00,1,9,572
990,RRLYR,2559,2017-03-17 19:47:21.216976+00,1,9,345
991,EB,4267,2017-03-17 19:47:28.174763+00,1,9,93
992,RRLYR,2923,2017-03-17 19:47:33.43681+00,1,9,317
993,CEP,3507,2017-03-17 19:47:39.828355+00,1,9,237
994,CEP,16559,2017-03-17 19:47:58.981281+00,1,9,717
995,EB,2999,2017-03-17 19:48:04.313704+00,1,9,764
996,EB,9001,2017-03-17 19:48:15.546083+00,1,9,427
997,EB,2303,2017-03-17 19:48:20.964883+00,1,9,722
998,RRLYR,2771,2017-03-17 19:48:26.265573+00,1,9,42
999,LPV,6437,2017-03-17 19:48:35.968617+00,1,9,629
1000,EB,2319,2017-03-17 19:48:40.739498+00,1,9,486
1002,LPV,3083,2017-03-17 19:48:52.105898+00,1,9,824
1006,EB,3300,2017-03-17 19:49:20.981057+00,1,9,514
1007,EB,7089,2017-03-17 19:49:30.86662+00,1,9,447
1010,CEP,3910,2017-03-17 19:49:53.321876+00,1,9,307
1012,EB,2746,2017-03-17 19:50:10.11495+00,1,9,461
1014,LPV,5290,2017-03-17 19:50:23.61797+00,1,9,63
1015,LPV,2782,2017-03-17 19:50:28.88317+00,1,9,800
1017,LPV,12705,2017-03-17 19:50:52.239086+00,1,9,369
1003,CEP,8706,2017-03-17 19:49:03.431476+00,1,9,459
1004,EB,2482,2017-03-17 19:49:08.850353+00,1,9,703
1005,LPV,3006,2017-03-17 19:49:14.337959+00,1,9,290
1008,EB,8209,2017-03-17 19:49:41.791805+00,1,9,349
1009,EB,2151,2017-03-17 19:49:46.439305+00,1,9,112
1011,LPV,8887,2017-03-17 19:50:04.779502+00,1,9,821
1013,RRLYR,3010,2017-03-17 19:50:15.828817+00,1,9,155
1016,CEP,5388,2017-03-17 19:50:37.005646+00,1,9,763
1018,RRLYR,3107,2017-03-17 19:50:58.057881+00,1,9,29
1019,RRLYR,25349,2017-03-17 21:59:16.50603+00,1,11,427
1020,CEP,4691,2017-03-17 22:04:19.598061+00,1,11,347
1021,CEP,3421,2017-03-17 22:06:08.244276+00,1,11,507
1022,EB,2719,2017-03-17 22:06:15.305418+00,1,11,754
1023,LPV,4860,2017-03-17 22:06:49.066423+00,1,11,454
1024,CEP,28731,2017-03-17 22:07:46.248508+00,1,11,302
1025,LPV,4054,2017-03-17 22:09:08.205732+00,1,11,288
1026,LPV,6507,2017-03-17 22:12:13.524445+00,1,11,821
1027,RRLYR,3135,2017-03-17 22:16:57.578163+00,1,11,178
1028,RRLYR,33622,2017-03-17 23:37:35.351526+00,1,5,625
1029,CEP,19591,2017-03-18 01:19:14.255221+00,1,20,459
1030,LPV,6619,2017-03-18 01:25:04.1754+00,1,20,821
1031,EB,18448,2017-03-18 01:26:29.015695+00,1,20,722
1032,EB,11476,2017-03-18 01:39:26.416661+00,1,20,703
1033,CEP,24753,2017-03-18 01:39:59.704336+00,1,20,685
1034,CEP,8082,2017-03-18 01:48:30.823302+00,1,20,504
1035,CEP,37481,2017-03-18 01:49:26.547555+00,1,20,462
1036,CEP,5830,2017-03-18 01:50:30.886269+00,1,20,393
1037,CEP,12502,2017-03-18 02:24:27.835262+00,1,20,666
1038,EB,7140,2017-03-18 02:24:47.137862+00,1,20,112
1039,EB,8348,2017-03-18 03:14:39.80884+00,1,20,116
1040,EB,3399,2017-03-18 03:15:18.834363+00,1,20,486
1041,LPV,5361,2017-03-18 03:21:03.108674+00,1,20,659
1042,LPV,6277,2017-03-18 03:25:09.03993+00,1,20,517
1043,LPV,5122,2017-03-23 12:08:55.832691+00,1,10,306
1044,LPV,4776,2017-03-23 12:09:49.350974+00,1,10,821
1045,RRLYR,23399,2017-03-23 14:43:58.350142+00,1,10,788
1046,RRLYR,4568,2017-03-23 16:34:19.672781+00,1,10,625
1047,CEP,8478,2017-03-23 16:35:36.251972+00,1,10,728
1048,RRLYR,5833,2017-03-23 16:35:55.724193+00,1,10,772
1049,LPV,15705,2017-03-23 20:24:49.17726+00,1,21,462
1050,LPV,14651,2017-03-24 17:31:26.429353+00,1,10,517
1051,LPV,3759,2017-03-24 17:31:44.850846+00,1,10,637
1052,RRLYR,6509,2017-03-24 17:32:47.923358+00,1,10,279
1053,RRLYR,4357,2017-03-24 17:35:13.793419+00,1,10,317
1054,EB,3616,2017-03-24 17:38:36.413972+00,1,10,754
1055,RRLYR,4266,2017-03-24 17:38:42.282349+00,1,10,751
1056,EB,9319,2017-03-24 17:39:11.402597+00,1,10,572
1057,EB,5267,2017-03-24 17:41:05.41613+00,1,10,666
1058,RRLYR,23785,2017-03-24 17:42:24.389682+00,1,10,155
1059,LPV,10187,2017-03-24 17:44:41.098717+00,1,10,801
1060,EB,2653,2017-03-24 17:46:30.958701+00,1,10,116
1061,EB,4332,2017-03-24 17:48:03.845678+00,1,10,764
1062,EB,7131,2017-03-26 19:00:54.620909+00,1,10,722
1063,EB,6126,2017-03-26 19:07:18.502132+00,1,10,610
1064,RRLYR,2925,2017-03-26 21:10:25.139924+00,1,10,312
1065,RRLYR,37180,2017-03-26 21:11:22.250449+00,1,10,427
1066,EB,4674,2017-03-26 21:11:55.93936+00,1,10,170
1067,RRLYR,3753,2017-03-26 21:13:14.372488+00,1,10,480
1068,CEP,21609,2017-03-26 21:14:20.698301+00,1,10,469
1069,EB,23451,2017-03-26 21:15:02.251282+00,1,10,172
1070,LPV,50907,2017-03-26 21:22:01.190092+00,1,10,393
1071,LPV,8354,2017-03-26 21:22:49.655618+00,1,10,800
1072,RRLYR,35528,2017-03-26 21:23:35.298597+00,1,10,822
1073,RRLYR,2973,2017-03-26 21:25:03.277674+00,1,10,345
1074,EB,3411,2017-03-26 21:25:11.6703+00,1,10,774
1075,EB,8120,2017-03-26 21:26:08.641711+00,1,10,491
1076,LPV,51982,2017-03-26 21:28:24.19844+00,1,10,549
1077,EB,2935,2017-03-26 21:30:38.317066+00,1,10,501
1078,RRLYR,3795,2017-03-26 21:37:35.360997+00,1,10,417
1079,CEP,14438,2017-03-27 11:33:16.502721+00,1,10,543
1080,CEP,11383,2017-03-27 11:33:33.35953+00,1,10,729
1081,LPV,14818,2017-03-27 11:35:22.108413+00,1,10,629
1082,LPV,6304,2017-03-27 11:36:15.914049+00,1,10,206
1083,RRLYR,4729,2017-03-27 11:36:51.975113+00,1,10,185
1084,EB,5498,2017-03-27 11:37:51.566024+00,1,10,112
1085,RRLYR,4461,2017-03-27 11:39:40.08305+00,1,10,143
1086,RRLYR,4613,2017-03-27 11:41:43.004191+00,1,10,242
1087,CEP,6729,2017-03-27 11:43:58.520896+00,1,10,752
1088,RRLYR,4461,2017-03-27 11:44:16.47108+00,1,10,42
1089,EB,11402,2017-03-27 11:45:49.055931+00,1,10,705
1090,EB,6453,2017-03-27 11:46:21.3473+00,1,10,486
1091,CEP,4003,2017-03-27 11:46:36.937566+00,1,10,302
1092,CEP,21422,2017-03-27 11:47:42.747354+00,1,10,507
1093,CEP,56624,2017-03-27 11:49:35.674568+00,1,10,63
1094,LPV,20471,2017-03-27 11:51:07.209772+00,1,10,659
1095,LPV,16146,2017-03-27 11:51:57.935804+00,1,10,558
1096,EB,5271,2017-03-27 11:52:57.890801+00,1,10,93
1097,CEP,15828,2017-03-27 11:54:39.238114+00,1,10,227
1098,CEP,26210,2017-03-27 12:01:02.778982+00,1,10,346
1099,CEP,4765,2017-03-27 12:02:41.26893+00,1,10,824
1100,EB,15912,2017-03-27 12:08:14.559261+00,1,10,487
1101,LPV,130317,2017-03-27 12:11:54.948324+00,1,10,288
1102,LPV,3557,2017-03-27 12:12:16.559233+00,1,10,355
1103,EB,4466,2017-03-27 12:17:34.824774+00,1,10,27
1104,EB,13915,2017-03-27 12:19:12.055828+00,1,10,461
1105,EB,4162,2017-03-27 12:29:58.075792+00,1,10,618
1106,EB,2938,2017-03-27 12:30:07.453787+00,1,10,180
1107,RRLYR,4582,2017-03-27 12:30:19.083053+00,1,10,663
1108,EB,2632,2017-03-27 12:30:27.925436+00,1,10,349
1109,CEP,4506,2017-03-27 12:30:40.496272+00,1,10,744
1110,CEP,3780,2017-03-27 12:30:50.472179+00,1,10,605
1111,EB,5931,2017-03-27 12:31:03.5102+00,1,10,541
1112,RRLYR,5003,2017-03-27 12:31:16.04315+00,1,10,85
1113,EB,2425,2017-03-27 12:31:26.074953+00,1,10,447
1114,RRLYR,2739,2017-03-27 12:31:35.552688+00,1,10,413
1115,RRLYR,18858,2017-03-27 12:32:01.258615+00,1,10,513
1116,CEP,4789,2017-03-27 12:32:13.344675+00,1,10,291
1117,EB,2691,2017-03-27 12:32:23.515237+00,1,10,703
1118,LPV,5207,2017-03-27 12:32:33.895188+00,1,10,383
1119,RRLYR,4147,2017-03-27 12:32:44.878822+00,1,10,504
1121,RRLYR,7029,2017-03-27 12:33:06.356891+00,1,10,685
1122,EB,23932,2017-03-27 12:33:37.967474+00,1,10,590
1125,EB,3740,2017-03-27 12:34:28.206219+00,1,10,454
1126,EB,3639,2017-03-27 12:34:40.323298+00,1,10,456
1127,EB,3224,2017-03-27 12:34:53.460641+00,1,10,636
1128,LPV,4008,2017-03-27 12:35:06.29112+00,1,10,169
1129,RRLYR,2483,2017-03-27 12:35:15.711394+00,1,10,29
1131,EB,2384,2017-03-27 12:35:44.891172+00,1,10,120
1120,CEP,3406,2017-03-27 12:32:53.407957+00,1,10,502
1123,RRLYR,9506,2017-03-27 12:33:59.366061+00,1,10,192
1124,RRLYR,3029,2017-03-27 12:34:14.139415+00,1,10,128
1130,CEP,11460,2017-03-27 12:35:35.164227+00,1,10,347
1132,EB,99877,2017-03-27 12:37:33.886966+00,1,10,514
1133,LPV,3534,2017-03-27 12:37:44.407149+00,1,10,419
1134,LPV,2856,2017-03-27 12:37:54.32716+00,1,10,290
1135,CEP,2808,2017-03-27 12:38:04.971016+00,1,10,157
1136,CEP,5209,2017-03-27 12:38:17.19711+00,1,10,307
1137,EB,4691,2017-03-27 12:38:28.178366+00,1,10,16
1138,RRLYR,3689,2017-03-27 12:38:40.151153+00,1,10,641
1139,CEP,109466,2017-03-27 12:40:40.611792+00,1,10,369
1140,LPV,22331,2017-03-27 12:41:11.151725+00,1,10,4
1141,RRLYR,2563,2017-03-27 12:41:23.859151+00,1,10,178
1142,RRLYR,3290,2017-03-27 12:41:36.875307+00,1,10,416
1143,CEP,8984,2017-03-27 12:41:55.234323+00,1,10,272
1144,RRLYR,4325,2017-03-27 12:42:08.177599+00,1,10,79
1145,RRLYR,2551,2017-03-27 12:42:19.388363+00,1,10,372
1146,CEP,3117,2017-03-27 12:42:31.369578+00,1,10,45
1147,EB,2318,2017-03-27 12:42:41.824522+00,1,10,121
1148,RRLYR,4338,2017-03-27 12:42:55.286305+00,1,10,0
1149,LPV,3466,2017-03-27 12:43:28.520136+00,1,10,280
1150,RRLYR,9207,2017-03-27 12:43:45.545733+00,1,10,201
1151,RRLYR,6877,2017-03-27 12:43:59.353622+00,1,10,326
1152,RRLYR,5215,2017-03-27 12:44:09.646214+00,1,10,462
1153,RRLYR,2652,2017-03-27 12:44:17.815721+00,1,10,135
1154,CEP,3474,2017-03-27 12:44:25.551006+00,1,10,237
1155,CEP,4629,2017-03-27 12:44:35.868521+00,1,10,717
1156,CEP,2629,2017-03-27 12:44:43.733775+00,1,10,459
1157,CEP,3279,2017-03-27 12:44:54.124344+00,1,10,763
1158,EB,2592,2017-03-27 12:45:02.972738+00,1,10,48
